subject,difficulty,hours_available,deadline_days,importance,study_type,previous_score,actual_hours_needed
History,4,8,3,1,Practical,81,5.14
Economics,1,2,12,5,Theory,62,1.88
Geography,2,7,13,1,Practical,56,3.1
Biology,5,7,7,5,Conceptual,91,9.0
Statistics,5,8,7,5,Conceptual,43,11.31
Chemistry,3,7,14,3,Conceptual,94,1.83
Math,2,7,5,3,Practical,88,4.32
History,4,1,6,4,Theory,58,5.61
Computer Science,4,6,8,1,Conceptual,70,2.64
Geography,5,4,12,5,Theory,86,3.78
Biology,1,5,1,5,Theory,63,9.18
Economics,2,7,10,4,Conceptual,64,3.65
Programming,5,4,8,3,Theory,82,3.58
Statistics,4,5,4,3,Practical,74,10.56
Chemistry,5,7,15,5,Theory,66,3.75
History,5,3,8,3,Practical,91,6.17
Math,1,5,15,5,Theory,87,0.95
Machine Learning,2,3,13,1,Conceptual,70,1.81
Programming,4,7,8,5,Conceptual,75,7.2
Geography,2,8,9,4,Practical,62,4.95
Physics,3,8,12,3,Practical,81,3.39
Geography,1,8,1,4,Practical,61,14.34
Machine Learning,3,6,10,5,Practical,49,7.56
Statistics,1,6,3,5,Conceptual,64,5.73
Math,5,8,5,4,Practical,82,13.08
History,1,3,1,5,Practical,54,17.76
Computer Science,5,7,3,4,Practical,49,23.06
History,3,4,7,2,Theory,79,2.04
Machine Learning,1,8,1,4,Practical,94,12.36
Programming,5,8,11,4,Practical,64,7.61
Chemistry,2,2,6,3,Theory,42,3.46
AI,5,1,2,5,Conceptual,73,31.3
Programming,5,4,15,2,Theory,49,2.7
Chemistry,5,3,12,3,Theory,65,3.12
Physics,4,7,12,5,Conceptual,76,5.15
English,4,3,2,3,Theory,42,11.46
Statistics,1,7,1,5,Conceptual,79,13.01
Programming,5,5,15,5,Conceptual,55,6.16
Machine Learning,2,1,7,4,Theory,83,2.37
AI,1,6,7,1,Practical,83,1.45
Chemistry,3,5,7,1,Theory,44,2.48
Machine Learning,1,5,2,2,Theory,56,3.01
English,2,3,1,5,Practical,81,31.14
Statistics,5,1,1,2,Conceptual,51,26.35
Computer Science,2,5,10,2,Theory,66,1.73
Statistics,1,7,12,3,Conceptual,61,2.47
History,4,2,13,5,Practical,72,6.3
Physics,4,6,13,3,Conceptual,62,4.04
Computer Science,1,3,15,3,Practical,65,2.7
Chemistry,5,7,11,3,Practical,61,6.43
English,5,8,3,4,Theory,59,11.98
Economics,4,3,15,3,Theory,59,2.59
Statistics,2,8,1,3,Practical,66,20.04
Programming,3,7,10,3,Conceptual,89,2.69
AI,1,2,13,3,Theory,40,2.29
Economics,5,5,3,1,Practical,84,5.96
English,5,1,10,3,Theory,45,4.16
AI,2,3,4,2,Practical,47,6.18
Programming,4,1,6,3,Practical,83,7.02
Geography,1,7,3,4,Theory,40,4.05
Biology,3,1,2,5,Theory,69,12.99
Physics,5,5,13,5,Theory,78,3.78
Biology,4,7,13,1,Conceptual,73,2.03
Biology,4,3,11,5,Practical,57,8.03
Chemistry,1,8,7,2,Conceptual,47,3.23
English,5,3,3,4,Conceptual,68,17.54
History,1,8,12,1,Conceptual,88,0.78
Computer Science,1,6,13,1,Theory,54,1.6
Statistics,4,6,13,2,Conceptual,84,2.24
Geography,5,3,14,5,Conceptual,85,5.01
Geography,5,6,8,4,Practical,41,11.04
Economics,3,1,6,1,Theory,47,2.5
Physics,1,1,14,2,Practical,49,3.49
Economics,3,5,10,1,Practical,81,2.04
History,1,6,7,5,Theory,78,1.85
Biology,2,4,3,3,Theory,56,4.61
Statistics,3,3,8,5,Theory,60,4.28
Physics,4,2,13,3,Theory,69,2.47
AI,5,8,3,4,Theory,40,12.59
Geography,5,2,2,3,Theory,86,12.45
Biology,4,5,4,5,Practical,70,16.8
Biology,4,4,9,4,Practical,56,7.97
History,3,1,15,2,Practical,72,2.88
Math,5,1,3,5,Practical,40,28.6
Physics,3,7,3,2,Practical,41,9.54
Machine Learning,2,5,5,4,Conceptual,76,4.99
AI,3,1,6,2,Conceptual,68,3.94
AI,1,6,12,5,Theory,92,0.92
Economics,3,2,3,3,Practical,82,10.08
Physics,5,7,14,4,Conceptual,90,3.91
AI,5,6,10,3,Practical,71,6.24
Chemistry,5,2,3,3,Theory,89,8.35
Statistics,5,3,14,4,Practical,88,5.01
AI,2,7,15,3,Conceptual,44,3.65
AI,5,4,9,2,Practical,88,4.05
Machine Learning,4,5,7,5,Conceptual,53,9.11
Physics,5,6,7,3,Practical,49,9.49
Math,5,4,1,3,Conceptual,76,37.15
History,4,8,11,4,Conceptual,68,5.03
Computer Science,3,1,12,5,Practical,59,6.21
Math,1,5,8,5,Theory,52,2.54
Math,3,1,15,2,Conceptual,68,2.5
Chemistry,4,7,2,5,Conceptual,77,25.1
Physics,5,7,12,5,Theory,79,4.01
Statistics,2,3,7,3,Conceptual,71,3.45
Machine Learning,4,4,8,2,Practical,48,6.12
Math,4,6,4,2,Theory,86,3.65
English,2,5,14,1,Theory,62,1.44
Machine Learning,1,1,13,2,Practical,87,1.24
Computer Science,3,5,4,5,Conceptual,54,11.21
Biology,4,4,12,5,Practical,47,8.18
Math,1,5,3,2,Theory,89,1.42
Statistics,2,3,9,1,Conceptual,52,2.84
Chemistry,5,3,9,3,Conceptual,76,5.15
Chemistry,2,3,2,3,Practical,46,12.24
Statistics,5,5,7,3,Practical,56,9.07
Computer Science,5,4,13,1,Theory,42,2.47
Economics,5,8,8,2,Practical,77,5.13
Computer Science,4,1,15,5,Theory,61,3.38
Programming,1,3,3,2,Conceptual,43,4.34
Machine Learning,5,6,13,3,Practical,54,6.22
Programming,3,8,5,5,Theory,73,5.66
History,2,3,13,1,Conceptual,67,1.95
Programming,2,8,11,2,Practical,50,4.09
AI,5,5,15,4,Theory,88,2.52
Biology,5,1,6,4,Practical,43,13.42
Biology,2,8,11,5,Practical,68,4.65
English,4,7,2,2,Theory,49,8.03
Computer Science,2,2,15,1,Conceptual,93,0.66
Chemistry,5,5,9,2,Practical,84,4.29
History,2,1,12,3,Conceptual,66,2.83
Biology,4,8,15,5,Practical,91,4.54
English,4,7,10,3,Practical,64,5.76
Economics,1,1,7,2,Conceptual,91,1.12
Programming,1,7,8,3,Conceptual,93,1.24
History,4,3,8,5,Practical,79,8.76
Physics,2,4,9,4,Practical,67,4.65
Machine Learning,4,5,14,5,Conceptual,70,4.87
Statistics,1,8,13,5,Conceptual,87,1.55
Physics,1,2,15,5,Practical,41,4.54
History,5,8,2,5,Practical,76,38.94
Math,3,3,4,1,Theory,87,1.62
Geography,2,1,13,1,Practical,79,1.72
Machine Learning,1,7,14,2,Practical,71,2.17
AI,1,3,9,4,Practical,55,4.03
Physics,1,3,12,4,Theory,62,1.75
Statistics,5,2,9,4,Practical,65,8.77
Programming,3,3,9,2,Conceptual,40,4.48
Physics,1,3,1,1,Conceptual,42,5.18
Chemistry,1,4,11,4,Conceptual,91,1.3
Machine Learning,2,8,11,2,Theory,80,1.22
History,4,3,12,3,Conceptual,54,4.61
Machine Learning,5,8,15,1,Theory,89,0.89
Programming,1,3,12,2,Practical,70,2.3
Geography,4,1,10,5,Conceptual,69,6.29
Statistics,5,4,4,1,Conceptual,80,3.96
Geography,2,4,6,5,Practical,95,5.3
History,3,2,5,1,Conceptual,57,3.5
Math,2,5,14,2,Theory,85,0.94
History,3,6,11,3,Conceptual,81,2.88
Computer Science,1,8,10,1,Theory,75,0.96
Math,1,6,4,5,Practical,49,6.81
Chemistry,3,8,6,1,Practical,55,4.2
Math,3,4,7,2,Conceptual,64,3.79
History,5,2,9,3,Practical,51,7.94
Statistics,5,1,7,4,Theory,58,5.92
Programming,5,4,10,4,Practical,41,9.54
History,1,1,7,1,Conceptual,74,1.59
Biology,5,6,11,2,Theory,48,3.12
Math,5,1,3,5,Conceptual,61,21.87
Physics,5,6,8,5,Theory,50,6.6
Programming,1,8,7,1,Practical,59,2.89
Chemistry,5,8,8,3,Theory,49,4.63
Biology,2,2,15,3,Practical,46,4.44
Biology,2,6,13,3,Conceptual,57,3.17
Economics,2,8,14,3,Conceptual,65,2.71
Physics,4,1,3,1,Conceptual,44,5.89
Machine Learning,4,8,13,4,Practical,45,6.99
Statistics,1,3,13,4,Practical,44,4.28
Biology,5,6,15,3,Theory,81,2.21
English,4,3,15,4,Conceptual,47,5.1
Economics,3,1,3,1,Theory,44,3.39
Programming,1,5,6,4,Practical,66,4.04
Computer Science,1,6,3,4,Theory,57,3.51
Geography,3,8,3,4,Theory,52,7.94
Computer Science,4,8,4,4,Theory,81,7.01
Math,2,8,12,1,Practical,64,2.66
Economics,1,8,10,3,Theory,67,1.54
AI,3,8,5,3,Conceptual,93,4.66
History,5,1,6,5,Theory,77,7.4
Biology,4,3,4,4,Practical,85,12.9
Economics,2,7,8,2,Theory,40,2.72
Geography,1,6,2,5,Theory,47,5.7
English,5,7,12,3,Conceptual,59,4.97
History,1,1,11,5,Conceptual,70,2.53
Geography,1,6,10,1,Theory,54,1.63
Statistics,1,1,4,4,Conceptual,52,4.7
Machine Learning,4,7,7,4,Conceptual,47,8.03
Machine Learning,4,1,12,3,Conceptual,63,4.18
History,5,8,14,3,Theory,55,3.15
Physics,2,7,15,5,Practical,95,2.3
Economics,4,6,2,4,Theory,65,13.92
AI,4,8,12,3,Practical,78,4.32
Economics,3,5,6,5,Practical,95,7.8
Machine Learning,3,6,10,2,Conceptual,86,2.11
Geography,2,4,10,2,Practical,57,3.78
AI,5,2,5,4,Practical,65,14.1
Programming,4,7,13,2,Theory,61,2.23
English,3,3,12,1,Theory,77,1.14
History,1,3,7,5,Theory,44,2.93
Math,5,6,7,1,Conceptual,52,4.02
Programming,3,1,4,5,Theory,78,6.7
History,3,7,9,2,Practical,86,2.84
Geography,1,3,4,2,Conceptual,95,1.44
Machine Learning,5,5,12,4,Conceptual,68,5.54
Statistics,1,2,2,3,Theory,43,4.22
Math,5,8,11,2,Theory,60,2.73
Programming,4,7,12,5,Conceptual,44,6.69
Biology,3,6,12,1,Theory,61,1.65
Chemistry,1,2,5,4,Conceptual,81,2.83
Geography,5,1,6,1,Conceptual,94,2.29
Geography,2,6,4,5,Theory,79,4.67
Chemistry,4,5,11,4,Theory,82,2.9
English,5,2,8,4,Theory,88,4.38
Machine Learning,5,1,10,3,Practical,86,5.34
English,3,2,14,4,Practical,53,5.39
Biology,3,1,7,2,Conceptual,89,2.59
Economics,5,2,11,3,Practical,59,6.55
Economics,4,5,3,2,Conceptual,87,7.02
Chemistry,1,6,5,2,Practical,41,4.74
History,5,6,14,2,Practical,91,2.68
Physics,1,8,14,5,Conceptual,73,2.15
Geography,4,4,10,2,Theory,85,1.76
Math,4,1,5,1,Practical,91,2.94
Geography,1,3,9,5,Theory,67,1.94
Economics,1,7,14,1,Conceptual,42,2.96
Programming,1,8,7,2,Conceptual,81,1.6
Statistics,3,5,6,4,Theory,76,3.97
Chemistry,3,5,9,4,Conceptual,66,4.83
Computer Science,3,7,8,2,Theory,51,2.77
Computer Science,1,4,4,5,Practical,48,6.87
History,4,2,8,5,Theory,65,5.12
Physics,1,8,7,1,Conceptual,57,2.41
Physics,5,8,6,3,Theory,44,5.79
AI,1,6,13,5,Conceptual,48,3.42
Geography,2,1,1,4,Practical,65,26.1
Biology,1,4,4,2,Conceptual,71,2.59
Chemistry,3,4,2,3,Theory,56,8.61
Computer Science,3,6,3,2,Practical,68,7.92
Machine Learning,4,3,6,3,Conceptual,79,5.81
Programming,2,5,4,5,Theory,66,5.09
Physics,1,2,10,2,Theory,84,0.83
Programming,2,2,14,5,Theory,69,2.13
Economics,5,7,4,3,Theory,43,7.82
Economics,3,5,5,5,Practical,52,11.88
Computer Science,3,4,6,2,Practical,40,6.6
Geography,2,4,14,1,Practical,59,2.89
Geography,1,3,1,3,Conceptual,46,9.79
Machine Learning,3,4,7,4,Practical,70,6.94
Chemistry,1,4,1,5,Conceptual,60,13.92
Math,5,4,7,5,Practical,56,13.35
Computer Science,3,3,15,1,Practical,88,1.32
Computer Science,2,3,8,1,Practical,89,1.41
Biology,1,5,4,1,Practical,61,3.09
Math,1,8,5,2,Theory,81,1.25
Math,3,4,15,1,Conceptual,81,1.39
Math,1,4,2,5,Theory,64,5.15
Programming,2,7,5,2,Theory,71,2.21
History,2,7,8,2,Conceptual,71,2.59
Biology,4,4,3,5,Theory,74,11.5
History,2,4,8,1,Practical,50,3.75
Chemistry,5,6,2,2,Theory,52,9.54
Programming,1,7,3,2,Practical,83,3.02
English,1,5,14,3,Practical,47,3.82
History,4,7,13,5,Theory,73,3.33
English,4,2,15,2,Practical,44,4.96
AI,4,6,2,3,Conceptual,74,15.65
Geography,3,5,7,4,Theory,52,4.28
Physics,1,3,12,5,Theory,92,0.92
English,2,3,5,1,Conceptual,71,2.35
English,3,2,6,4,Practical,67,7.98
Geography,2,5,15,5,Theory,76,1.83
Statistics,3,1,4,1,Theory,40,3.12
Math,2,8,10,2,Practical,73,2.82
Economics,3,8,2,2,Theory,64,5.95
Geography,4,5,8,5,Conceptual,48,8.5
Statistics,2,2,1,3,Practical,65,20.1
Programming,3,3,6,2,Practical,94,3.36
History,3,4,7,2,Conceptual,89,2.59
Statistics,3,4,12,2,Theory,71,1.73
Statistics,3,1,3,3,Conceptual,72,8.54
Math,2,3,4,3,Conceptual,50,6.0
Economics,5,2,11,2,Theory,73,2.32
Computer Science,4,2,14,5,Theory,81,2.89
Economics,5,2,6,2,Theory,61,3.91
Statistics,1,3,7,3,Theory,71,1.61
AI,3,7,4,4,Theory,74,5.63
Physics,4,4,9,4,Conceptual,52,6.57
Machine Learning,2,4,12,1,Conceptual,86,1.07
Physics,5,1,2,4,Conceptual,55,26.16
Biology,3,5,14,2,Conceptual,73,2.32
Biology,4,3,3,4,Theory,71,9.46
English,5,8,5,3,Theory,47,6.5
History,5,2,12,1,Conceptual,49,3.45
Physics,5,8,8,2,Theory,63,3.18
Biology,2,7,2,3,Practical,76,10.44
Economics,3,7,3,3,Practical,46,12.24
Programming,5,1,14,4,Conceptual,94,3.72
Programming,2,3,3,4,Conceptual,53,8.66
Math,4,3,8,4,Practical,48,9.12
Chemistry,1,8,2,3,Conceptual,63,5.38
AI,3,4,4,2,Practical,61,6.84
AI,2,4,2,1,Conceptual,95,2.64
Physics,2,8,8,4,Conceptual,49,4.85
Computer Science,5,7,6,4,Conceptual,51,10.35
Geography,2,5,1,5,Practical,46,33.24
AI,1,6,15,5,Theory,49,2.17
Programming,3,5,9,2,Practical,47,5.18
Programming,4,1,15,4,Practical,90,3.8
AI,4,6,7,4,Conceptual,44,8.17
Programming,3,5,10,2,Conceptual,94,1.73
History,1,5,10,1,Conceptual,94,0.53
Machine Learning,4,2,7,1,Theory,50,2.51
English,4,6,10,1,Practical,89,1.86
Math,2,5,7,3,Practical,80,3.77
Chemistry,5,2,14,2,Practical,63,4.36
Statistics,5,6,2,5,Practical,80,38.7
Chemistry,2,3,10,4,Theory,60,2.56
Machine Learning,3,5,12,1,Conceptual,90,1.08
History,2,2,6,5,Conceptual,92,4.38
Math,5,8,2,3,Conceptual,76,19.15
Math,2,6,3,5,Practical,42,13.48
AI,2,7,9,4,Theory,76,2.19
English,4,4,5,3,Practical,93,7.62
Biology,1,6,10,2,Practical,47,3.78
Statistics,5,3,12,4,Practical,45,8.3
History,1,8,6,5,Conceptual,74,3.25
Chemistry,2,4,6,2,Theory,86,1.51
History,5,8,1,2,Conceptual,45,26.64
Chemistry,4,1,15,2,Conceptual,89,1.81
Geography,3,8,11,2,Conceptual,65,2.99
Computer Science,3,1,1,5,Theory,53,25.5
Physics,3,2,2,4,Practical,66,20.04
Statistics,2,6,9,5,Conceptual,51,5.02
Chemistry,5,6,1,4,Theory,70,32.96
Machine Learning,4,3,8,4,Theory,71,4.13
Programming,4,8,11,2,Conceptual,91,2.18
Machine Learning,3,4,5,2,Practical,51,6.54
Programming,4,7,12,1,Practical,76,2.44
AI,4,1,5,2,Practical,89,5.46
Geography,2,7,9,1,Theory,78,1.06
English,4,8,5,2,Conceptual,49,6.29
Economics,5,2,14,2,Practical,72,3.82
Biology,4,7,9,2,Theory,88,1.81
Machine Learning,5,5,3,5,Theory,47,15.03
Math,4,8,13,2,Conceptual,63,3.25
Physics,5,4,10,5,Theory,77,4.74
Computer Science,1,6,15,1,Theory,45,1.87
Math,1,4,1,4,Practical,48,15.12
Statistics,3,1,7,4,Theory,43,4.57
Programming,4,8,1,5,Conceptual,87,48.62
Economics,2,4,2,3,Conceptual,62,9.02
History,4,2,3,1,Theory,50,3.73
AI,1,2,4,2,Conceptual,60,3.12
Computer Science,1,3,1,1,Conceptual,89,2.93
Economics,1,4,12,4,Practical,57,3.58
Machine Learning,1,3,3,5,Practical,50,8.0
Chemistry,4,7,12,4,Conceptual,63,4.98
Geography,1,4,8,2,Theory,66,1.49
Statistics,3,3,5,2,Conceptual,83,3.7
AI,1,4,10,5,Theory,41,2.69
Chemistry,2,8,12,2,Conceptual,82,1.66
History,4,4,15,2,Theory,89,1.21
AI,4,7,15,3,Practical,95,2.7
Computer Science,5,3,10,5,Theory,85,4.48
Physics,4,6,5,4,Conceptual,79,8.69
History,2,2,3,4,Conceptual,73,7.7
Programming,2,8,13,1,Theory,95,0.41
Economics,3,5,13,5,Conceptual,75,3.97
English,3,2,13,1,Practical,52,3.57
Computer Science,5,3,9,3,Theory,93,2.89
Biology,1,2,6,4,Theory,43,2.89
Physics,1,3,3,4,Theory,91,2.42
AI,3,7,2,5,Theory,91,12.29
AI,2,5,4,5,Conceptual,86,6.67
Computer Science,5,7,7,4,Conceptual,59,8.83
Chemistry,3,6,12,3,Practical,57,4.83
English,3,1,8,3,Conceptual,76,3.85
Statistics,5,3,13,2,Theory,42,3.09
Physics,5,5,15,5,Conceptual,55,6.16
Economics,1,5,8,1,Conceptual,52,2.6
Chemistry,3,1,10,4,Practical,48,6.72
Physics,5,4,15,3,Practical,67,4.98
English,1,3,8,1,Conceptual,43,3.04
Statistics,2,1,1,2,Conceptual,66,11.23
Programming,1,4,7,1,Conceptual,58,2.36
Chemistry,5,2,4,2,Conceptual,60,7.92
History,1,3,14,3,Conceptual,91,0.95
History,2,5,2,2,Practical,94,6.36
Geography,1,8,3,1,Conceptual,61,2.67
Biology,3,4,6,2,Theory,58,2.94
Biology,1,8,15,3,Theory,88,0.7
Statistics,2,7,13,4,Practical,58,4.37
Computer Science,2,5,7,5,Conceptual,51,5.78
Computer Science,5,5,15,2,Theory,53,2.57
Statistics,1,4,1,5,Practical,40,18.6
Math,1,7,14,3,Theory,49,1.97
English,5,8,14,1,Theory,77,1.31
History,5,7,10,1,Practical,45,4.8
Programming,2,3,10,4,Conceptual,85,2.64
Chemistry,2,1,6,2,Practical,68,3.92
Geography,4,1,1,3,Conceptual,68,30.34
Physics,2,1,11,5,Conceptual,71,3.57
Geography,5,3,2,1,Theory,80,4.64
English,4,8,5,4,Theory,65,6.24
Machine Learning,4,6,8,2,Theory,81,2.21
AI,1,8,7,1,Theory,44,2.02
Physics,4,3,7,5,Theory,72,5.47
Programming,5,7,1,3,Conceptual,83,36.82
Computer Science,5,4,5,1,Conceptual,67,3.98
Programming,1,3,3,2,Practical,85,2.9
Math,4,7,2,3,Theory,62,10.82
AI,1,8,14,2,Practical,90,1.03
Geography,5,7,7,4,Conceptual,59,8.83
Physics,4,4,13,2,Practical,55,4.55
Economics,1,8,5,3,Practical,48,4.92
History,2,1,7,1,Conceptual,48,3.18
Chemistry,3,2,5,1,Conceptual,45,4.08
AI,1,5,10,1,Theory,55,1.6
Math,1,4,15,3,Conceptual,52,2.78
Physics,4,5,5,3,Theory,85,4.32
Physics,1,1,14,2,Theory,42,2.08
English,4,2,12,2,Conceptual,65,3.28
Physics,3,4,13,1,Practical,54,3.45
AI,2,3,1,3,Practical,53,20.82
Machine Learning,1,6,7,4,Theory,42,2.77
AI,4,8,14,3,Theory,46,3.1
Programming,2,1,13,1,Conceptual,73,1.67
English,2,3,13,5,Practical,78,3.63
Machine Learning,1,6,11,1,Practical,67,2.25
History,3,4,5,2,Theory,52,3.46
Physics,1,2,4,4,Conceptual,46,4.99
Biology,1,1,7,4,Practical,79,2.97
Economics,1,6,14,4,Practical,57,3.44
Physics,2,6,10,1,Conceptual,62,2.3
AI,5,1,9,4,Theory,83,4.1
Geography,4,3,6,4,Practical,94,8.36
Computer Science,4,7,1,3,Conceptual,57,30.86
Economics,3,3,14,5,Theory,54,3.19
AI,2,5,1,3,Theory,72,10.5
Programming,1,4,8,1,Conceptual,94,0.59
Machine Learning,5,5,15,4,Theory,71,3.06
Math,1,8,13,5,Practical,92,1.63
English,2,2,8,2,Theory,43,2.62
Biology,5,3,4,1,Theory,93,2.22
English,1,5,9,3,Conceptual,61,2.67
Statistics,3,3,2,2,Theory,75,5.6
Economics,5,6,6,5,Theory,41,8.55
Math,1,8,10,5,Practical,92,1.98
Geography,5,2,9,3,Theory,83,3.21
Economics,5,7,7,1,Conceptual,93,2.05
Machine Learning,5,6,7,4,Theory,63,5.76
Physics,4,3,4,3,Conceptual,52,9.5
Machine Learning,4,8,2,5,Conceptual,57,26.06
Machine Learning,1,3,7,3,Practical,64,3.45
Machine Learning,5,8,4,2,Theory,43,5.82
History,4,3,12,4,Practical,51,6.94
Machine Learning,2,4,7,4,Conceptual,45,5.38
Machine Learning,1,8,11,5,Conceptual,72,2.43
History,1,7,15,2,Practical,46,3.64
Economics,4,2,12,5,Theory,42,4.52
Economics,1,6,6,2,Practical,95,1.3
Math,4,4,4,5,Practical,94,15.36
Economics,3,1,10,1,Practical,44,4.26
Biology,1,7,1,1,Theory,43,3.42
Statistics,3,8,3,1,Practical,68,4.92
Physics,5,5,5,2,Theory,41,5.09
Computer Science,4,6,5,5,Practical,78,13.32
Math,5,6,9,5,Practical,73,9.95
Chemistry,1,7,5,2,Theory,69,1.63
AI,1,8,8,4,Conceptual,63,2.98
Biology,5,3,5,4,Theory,72,7.3
Machine Learning,3,8,13,3,Theory,52,2.64
Computer Science,3,5,3,4,Theory,61,7.65
Biology,3,6,3,5,Practical,56,17.64
History,4,1,5,5,Theory,92,6.66
English,3,1,3,5,Theory,40,9.92
Biology,5,4,13,5,Practical,50,8.77
Programming,1,7,9,3,Practical,66,3.04
Physics,2,3,11,1,Theory,64,1.44
Geography,1,5,3,5,Conceptual,81,4.91
Biology,2,1,4,4,Conceptual,60,6.72
Machine Learning,5,8,4,5,Practical,79,20.01
Economics,1,2,1,1,Theory,78,2.3
Economics,5,3,2,5,Theory,74,20.83
Math,3,2,6,1,Theory,71,1.73
AI,4,7,14,5,Conceptual,49,5.88
Statistics,2,2,4,4,Theory,93,3.42
History,1,3,6,3,Theory,51,2.37
Geography,1,6,9,3,Practical,91,1.54
Biology,3,5,12,3,Theory,89,1.55
Programming,4,4,5,1,Practical,89,3.06
AI,3,5,8,3,Theory,66,2.89
Geography,3,4,7,1,Theory,58,2.03
AI,1,1,2,1,Theory,80,1.44
History,1,5,13,3,Practical,80,1.89
Math,4,2,8,1,Theory,49,2.43
Statistics,1,3,5,5,Practical,43,6.42
History,2,5,15,5,Conceptual,43,4.34
AI,5,5,10,4,Practical,83,7.02
Machine Learning,4,8,6,1,Conceptual,80,2.56
AI,3,1,11,2,Theory,93,1.1
Geography,1,8,6,4,Conceptual,43,4.34
Geography,1,3,14,3,Theory,93,0.57
Programming,5,2,2,3,Practical,50,25.5
AI,3,5,3,2,Practical,86,6.84
AI,5,6,5,3,Theory,52,6.34
Math,4,1,2,3,Conceptual,71,15.79
Math,5,7,14,4,Theory,40,4.21
Statistics,1,3,11,3,Practical,87,1.6
Machine Learning,4,3,12,3,Theory,49,3.23
History,4,2,10,4,Theory,51,4.13
Math,3,7,1,4,Practical,75,37.5
Chemistry,1,5,5,3,Conceptual,43,4.18
Programming,2,3,4,5,Theory,73,4.86
Machine Learning,4,5,15,4,Conceptual,63,4.34
Computer Science,1,8,5,1,Theory,83,0.86
Economics,5,3,14,1,Theory,56,1.98
Programming,4,3,1,3,Practical,45,39.3
AI,3,5,9,5,Practical,84,5.96
Statistics,2,5,10,1,Theory,84,0.83
Math,2,5,3,4,Theory,92,4.52
Geography,3,1,3,1,Practical,75,4.5
Biology,2,7,9,4,Conceptual,57,4.2
Geography,1,1,10,1,Conceptual,87,0.86
Math,1,8,9,4,Theory,65,1.83
Geography,2,5,8,3,Conceptual,61,3.67
History,2,7,12,4,Theory,48,2.73
AI,4,3,15,5,Theory,48,3.8
Chemistry,3,4,9,2,Conceptual,82,2.46
Statistics,2,1,7,5,Practical,75,5.79
Chemistry,3,1,15,5,Theory,80,2.24
Machine Learning,5,8,8,4,Theory,50,5.6
Biology,5,3,9,4,Theory,42,5.41
Statistics,1,3,15,3,Theory,93,0.54
Economics,5,7,8,1,Theory,63,2.18
Computer Science,4,5,5,1,Conceptual,63,3.7
AI,4,6,8,1,Theory,82,1.38
Geography,5,8,14,5,Theory,40,4.78
English,3,2,11,2,Theory,71,1.8
Math,5,2,7,2,Practical,53,7.11
Biology,4,7,15,3,Conceptual,60,3.84
History,1,8,13,5,Theory,47,2.31
Geography,3,7,6,4,Conceptual,78,5.86
English,2,6,5,5,Theory,47,4.9
Statistics,4,7,5,3,Practical,78,8.52
History,3,4,14,2,Theory,58,2.03
History,1,8,7,4,Conceptual,48,3.87
Geography,2,4,2,5,Conceptual,79,13.01
Physics,4,7,6,1,Practical,54,4.76
Machine Learning,2,4,6,2,Theory,70,2.03
Geography,5,2,14,5,Conceptual,40,7.17
Statistics,2,3,11,5,Conceptual,67,3.77
English,4,4,1,4,Conceptual,57,40.46
Machine Learning,4,7,12,4,Conceptual,58,5.22
Programming,3,1,7,3,Practical,59,6.32
English,3,7,5,5,Conceptual,42,9.98
Statistics,1,2,2,5,Practical,44,10.86
Geography,3,2,5,2,Theory,56,3.33
Machine Learning,5,1,3,4,Theory,87,11.08
Statistics,1,2,11,1,Theory,55,1.59
Chemistry,3,8,8,5,Conceptual,68,6.04
AI,2,6,11,5,Practical,59,5.19
Math,5,6,10,4,Conceptual,53,7.06
Math,1,6,14,1,Practical,44,3.57
Biology,5,2,14,2,Conceptual,94,2.0
Geography,4,4,13,4,Theory,91,2.26
Computer Science,2,4,11,1,Conceptual,44,3.12
AI,5,2,15,2,Practical,59,4.46
Math,1,1,3,4,Conceptual,45,5.84
Chemistry,1,3,9,4,Theory,91,1.0
Machine Learning,1,5,9,4,Theory,79,1.38
Math,4,6,1,2,Theory,72,13.7
Geography,1,7,12,5,Practical,75,2.75
Programming,3,5,14,3,Practical,53,4.75
AI,4,8,13,1,Theory,83,1.04
History,4,5,7,4,Conceptual,95,5.73
History,1,1,9,2,Practical,88,1.39
Machine Learning,5,4,9,1,Conceptual,47,3.88
English,2,2,3,4,Theory,54,5.74
AI,3,4,12,3,Practical,88,2.97
History,5,1,8,3,Theory,77,3.74
English,5,3,6,1,Practical,44,5.86
Programming,5,1,6,4,Theory,64,6.49
Economics,5,2,15,1,Theory,67,1.59
History,1,7,9,2,Conceptual,91,0.97
Computer Science,5,4,12,4,Practical,55,7.7
Machine Learning,3,1,4,5,Practical,60,13.65
Math,2,5,13,3,Conceptual,61,2.98
Machine Learning,2,8,7,2,Conceptual,44,4.06
Computer Science,2,4,2,2,Conceptual,78,5.86
Physics,1,5,7,4,Theory,54,2.39
Geography,1,6,14,4,Practical,81,2.0
Math,5,2,15,1,Conceptual,81,1.71
Statistics,2,6,14,1,Theory,73,1.09
Geography,1,6,4,3,Practical,72,3.93
Programming,1,4,4,4,Practical,40,6.6
History,4,2,13,4,Theory,72,2.87
Physics,4,7,5,2,Practical,86,5.64
Physics,1,1,12,5,Theory,77,1.4
Programming,5,3,9,2,Practical,81,4.47
English,1,8,2,2,Conceptual,75,3.6
Math,2,1,14,1,Conceptual,93,0.68
